SNOMED;Diagnóstico;Topografia;DesProcedimento;CID_Preditos;Metodo_Utilizado;Status_Regra;CID;Descrição CID;Classificação Final (2025)
M-80133;Large cell (neuro)endocrine carcinoma (large cell NEC);Tumor neuroendócrino da mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-72160;Large cell acanthoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-86421;Large cell calcifying Sertoli cell tumour;testículo;Não informado;Nenhum_CID_encontrado;RAG;INDET;C62;Neoplasia maligna dos testículos;CR Tumores Urológicos
M-80123;Large cell carcinoma;pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-80143;Large cell carcinoma with rhabdoid phenotype;Pleura_pericardio_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C38;Neoplasia maligna do coração, mediastino e pleura (tumores germinativos primarios de mediastino);CR Tumores do Pulmão e Tórax
M-94743;Large cell medulloblastoma;cerebelo;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Sistema Nervoso Central;C71;Neoplasia maligna do encéfalo;CR Tumores do Sistema Nervoso Central
M-80133;Large cell NET/NEC;Neoplasias neuroendócrinas do pulmão: Carcinoma de células grandes.;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C349;Neoplasia maligna do brônquio e do pulmão, não especificada;CR Tumores do Pulmão e Tórax
M-86933;Laryngeal paraganglioma;laringe.;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C32;Neoplasia maligna da laringe;CR Tumores da Cabeça e Pescoço
M-88930;Leiomyoma with bizarre nuclei;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-88900;Leiomyoma, apoplectic;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D253;;
M-88920;Leiomyoma, cellular;musculo_liso;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D36;Neoplasia benigna de outras localizações e de localizações não especificadas;Não vinculado
M-88900;Leiomyoma, dissecting (cotyledonoid);Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-88910;Leiomyoma, epithelioid;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-88900;Leiomyoma, hydropic;musculo_liso;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D249;;
M-88900;Leiomyoma, lipomatous (lipoleiomyoma);mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-88981;Leiomyoma, metastasising;musculo_liso;Não informado;Nenhum_CID_encontrado;RAG;INDET;C793;Neoplasia maligna secundária do encéfalo e das meninges cerebrais;CR Tumores do Sistema Nervoso Central
M-88900;Leiomyoma, mitotically active;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-88960;Leiomyoma, myxoid;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D253;;
M-88900;Leiomyoma, NOS;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D253;;
M-88900;Leiomyoma, pilar;topografia: pele;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D22;Nevos melanocíticos;CR Tumores Cutâneos
M-88901;Leiomyomatosis peritonealis disseminata;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Leiomyomatosis, diffuse;musculo_liso;Não informado;Nenhum_CID_encontrado;RAG;INDET;D36;Neoplasia benigna de outras localizações e de localizações não especificadas;Não vinculado
M-88901;Leiomyomatosis, intravenous;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88903;Leiomyosarcoma, cutaneous;músculo_liso;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-88913;Leiomyosarcoma, epithelioid;musculo_liso;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-88963;Leiomyosarcoma, myxoid;musculo_liso;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-88903;Leiomyosarcoma, NOS;musculo_liso;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-72160;Lentigo actinic (solar);Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-87422;Lentigo maligna;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-87423;Lentigo maligna melanoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Tumores cutâneos;;;
M-82503;Lepidic (predominant) adenocarcinoma (formerly Bronchioloalveolar carcinoma (BAC));pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-82533;(Lepidic) Invasive mucinous adenocarcinoma (formerly mucinous BAC);pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-82523;(Lepidic) non-mucinous adenocarcinoma (formerly non-mucinous BAC);pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-97513;Letterer Siwe;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-98053;Leukaemia, acute ambiguous lineage;Tumores hematolinfóides do pulmão: Introdução;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98703;Leukaemia, acute basophilic;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98403;Leukaemia, acute erythroid;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-99103;Leukaemia, acute megakaryoblastic;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C94;Outras leucemias de células de tipo especificado;CR Neoplasias Hematológicas
M-99103;Leukaemia, acute megakaryoblastic;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C94;Outras leucemias de células de tipo especificado;CR Neoplasias Hematológicas
M-98053;Leukaemia, acute mixed lineage;Tumores hematolinfóides do pulmão: Introdução;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98053;Leukaemia, acute mixed lineage;Linfoma difuso de grandes células B do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;;;
M-98063;"Leukaemia, acute mixed phenotype with t(9;22)(q34;q11.2); BCR-ABL1";Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98063;"Leukaemia, acute mixed phenotype with t(9;22)(q34;q11.2); BCR-ABL1";Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98073;"Leukaemia, acute mixed phenotype with t(v;11q23); MLL rearranged";Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98073;"Leukaemia, acute mixed phenotype with t(v;11q23); MLL rearranged";Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C942;Leucemia megacarioblástica aguda;CR Neoplasias Hematológicas
M-98073;"Leukaemia, acute mixed phenotype with t(v;11q23); MLL rearranged";Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98083;Leukaemia, acute mixed phenotype, B/myeloid, NOS;Tumores hematolinfóides da pleura e pericárdio: Introdução;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C96;Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-98093;Leukaemia, acute mixed phenotype, T/myeloid, NOS;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98093;Leukaemia, acute mixed phenotype, T/myeloid, NOS;Tumores hematolinfóides;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C91;Leucemia linfóide;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C921;Leucemia mielóide crônica;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C922;Leucemia mielóide subaguda;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C923;Sarcoma mielóide;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C924;Leucemia pró-mielocítica aguda;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C925;Leucemia mielomonocítica aguda;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C927;Outras leucemias mielóides;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C929;Leucemia mielóide, não especificada;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C921;Leucemia mielóide crônica;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C922;Leucemia mielóide subaguda;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C923;Sarcoma mielóide;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C924;Leucemia pró-mielocítica aguda;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C925;Leucemia mielomonocítica aguda;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C927;Outras leucemias mielóides;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute monoblastic and monocytic;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C929;Leucemia mielóide, não especificada;CR Neoplasias Hematológicas
M-99113;"Leukaemia, acute myeloid (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1";Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98673;Leukaemia, acute myeloid M4;Tumores hematolinfóides da pleura e pericárdio: Introdução;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute myeloid M5A;Tumores hematolinfóides do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute myeloid M5B;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98913;Leukaemia, acute myeloid M5B;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98403;Leukaemia, acute myeloid M6;Tumores hematolinfóides do pulmão: Introdução;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98403;Leukaemia, acute myeloid M6;Linfoma difuso de grandes células B do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;;;
M-98613;Leukaemia, acute myeloid NOS;Tumores hematolinfóides do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98713;Leukaemia, acute myeloid with abnormal (marrow) eosinophils;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98713;Leukaemia, acute myeloid with abnormal (marrow) eosinophils;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98713;"Leukaemia, acute myeloid with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11";Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98693;"Leukaemia, acute myeloid with inv(3)(q21q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1";Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Carcinoma cortical adrenal;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Carcinoma de células de Merkel;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Carcinoma derivado de células C da tireoide;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;;;
M-98743;Leukaemia, acute myeloid with maturation;Tumores hematolinfóides do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Neoplasmas mistos neuroendócrinos-não neuroendócrinos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C92;Leucemia mielóide;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Carcinomas mistos medulares e foliculares da tireoide;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;;;
M-98743;Leukaemia, acute myeloid with maturation;Tumor estromal do cordão sexual adrenal;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Carcinoma neuroendócrino de grandes células;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Neoplasmas neuroendócrinos semelhantes a paraganglioma;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Carcinomas mistos medulares e derivados de células foliculares;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Neoplasmas neuroendócrinos mistos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Tumor neuroendócrino da cauda equina (anteriormente paraganglioma);Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Carcinoma medular da tireoide;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;;;
M-98743;Leukaemia, acute myeloid with maturation;Tumores estromais do cordão sexual adrenal;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Carcinoma neuroendócrino de pequenas células;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Melanoma adrenal;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Tumor adenomatoide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;;;
M-98743;Leukaemia, acute myeloid with maturation;Tumores hematolinfóides pancreáticos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C920;Leucemia mielóide aguda;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Tumores hematolinfóides pancreáticos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C921;Leucemia mielóide crônica;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Tumores hematolinfóides pancreáticos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C922;Leucemia mielóide subaguda;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Tumores hematolinfóides pancreáticos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C923;Sarcoma mielóide;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Tumores hematolinfóides pancreáticos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C924;Leucemia pró-mielocítica aguda;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Tumores hematolinfóides pancreáticos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C925;Leucemia mielomonocítica aguda;CR Neoplasias Hematológicas
M-98743;Leukaemia, acute myeloid with maturation;Tumores hematolinfóides pancreáticos;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C927;Outras leucemias mielóides;CR Neoplasias Hematológicas
