SNOMED;Diagnóstico;
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98143;"Leukaemia/lymphoma, B lymphoblastic with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)";
M-98173;"Leukaemia/lymphoma, B lymphoblastic with t(5;14)(q31;q32); IL3-IGH";
M-98123;"Leukaemia/lymphoma, B lymphoblastic with t(9;22)(q34;q11.2); BCR-ABL1";
M-98133;"Leukaemia/lymphoma, B lymphoblastic with t(v;11q23); MLL rearranged";
M-98113;Leukaemia/lymphoma, B lymphoblastic, NOS;
M-98353;Leukaemia/lymphoma, lymphoblastic acute NOS;
M-98373;Leukaemia/lymphoma, precursor T-lymphoblastic;
M-98373;Leukaemia/lymphoma, T-lymphoblastic;
M-98373;Leukaemia/lymphoma, T-lymphoblastic;
M-86501;Leydig cell tumour, Borderline;
M-86503;Leydig cell tumour, Malignant;
M-86500;Leydig cell tumour, NOS;
M-81480;LGIN (Glandular intraepithelial neoplasia, low grade (low and moderate dysplasia));
M-81480;LGPIN (Prostatic intraepithelial glandular neoplasia, Low grade (PIN 1, LGPIN));
M-72720;Lichen planus-like keratosis;
M-72720;Lichenoid keratosis;
M-83143;Lipid-rich carcinoma (lipid-secreting carcinoma);
M-88810;Lipoblastoma;
M-88810;Lipoblastoma;
M-88810;Lipoblastomatosis;
M-88810;Lipoblastomatosis;
M-90100;Lipofibroadenoma;
M-88511;Lipofibromatosis;
M-88620;Lipoma, chondroid;
M-88620;Lipoma, chondroid;
M-88500;Lipoma, NOS;
M-88570;Lipoma, spindle cell/pleomorphic;
M-88500;Lipomatosis;
M-88900;Lipomatous leiomyoma (lipoleiomyoma);
M-95061;Liponeurocytoma, cerebellar;
M-88501;Liposarcoma of superficial soft tissue, well differentiated;
M-88501;Liposarcoma of superficial soft tissue, well differentiated;
M-88501;Liposarcoma of superficial soft tissue, well differentiated;
M-88583;Liposarcoma, dedifferentiated;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88523;Liposarcoma, myxoid;
M-88503;Liposarcoma, NOS;
M-88503;Liposarcoma, NOS;
M-88503;Liposarcoma, NOS;
M-88543;Liposarcoma, pleomorphic;
M-88543;Liposarcoma, pleomorphic;
M-88543;Liposarcoma, pleomorphic;
M-88523;Liposarcoma, round cell;
M-88523;Liposarcoma, round cell;
M-88523;Liposarcoma, round cell;
M-88513;Liposarcoma, well-differentiated (exclusion of superficial soft tissue);
M-88513;Liposarcoma, well-differentiated (exclusion of superficial soft tissue);
M-85202;Lobular carcinoma in situ (LCIS);
M-85203;Lobular carcinoma, alveolar;
M-85203;Lobular carcinoma, classic;
M-85203;Lobular carcinoma, invasive;
M-85243;Lobular carcinoma, mixed with other types of carcinoma;
M-85203;Lobular carcinoma, pleomorphic;
M-85203;Lobular carcinoma, solid;
M-85703;Low grade adenosquamous carcinoma;
M-91873;Low grade central osteosarcoma;
M-84801;Low-grade appendiceal mucinous neoplasm (LAMN);
M-89313;Low-grade endometrioid stromal sarcoma;
M-88403;Low-grade fibromyxoid sarcoma;
M-88253;Low-grade myofibroblastic sarcoma;
M-84603;Low-grade serous carcinoma;
M-80770;Low-grade squamous intraepithelial lesion / LSIL (CIN 1);
M-80770;Low-grade squamous intraepithelial lesion / LSIL (VAIN 1);
M-80770;Low-grade squamous intraepithelial lesion / LSIL (VIN 1);
M-80770;LSIL (Low-grade squamous intraepithelial lesion / CIN1, VAIN1, VIN1);
M-86010;Luteinized thecoma associated with sclerosing peritonitis;
M-84100;Lymphadenoma, non-sebaceous;
M-84100;Lymphadenoma, non-sebaceous;
M-84100;Lymphadenoma, sebaceous;
M-91741;Lymphangioleiomyomatosis;
M-91700;Lymphangioma circumscriptum;
M-91700;Lymphangioma, NOS;
M-91700;Lymphangioma, progressive;
M-91700;Lymphangioma, progressive;
M-91703;Lymphangiosarcoma;
M-91703;Lymphangiosarcoma;
M-96533;Lymphocyte-depleted classical Hodgkin lymphoma;
M-96513;Lymphocyte-rich classical Hodgkin lymphoma;
M-80823;Lymphoepithelial carcinoma;
M-80823;Lymphoepithelioma-like carcinoma;
M-81703;Lymphoepithelioma-like hepatocellular carcinoma;
M-98203;Lymphoid leukaemia, NOS;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97373;Lymphoma, ALK positive large B-cell;
M-97023;Lymphoma, anaplastic large cell (ALCL), ALK negative;
M-97143;Lymphoma, anaplastic large cell (ALCL), ALK positive;
M-97143;Lymphoma, anaplastic large cell (ALCL), NOS;
M-97193;Lymphoma, angiocentric T-cell;
M-97193;Lymphoma, angiocentric T-cell;
M-97193;Lymphoma, angiocentric T-cell;
M-97193;Lymphoma, angiocentric T-cell;
M-97053;Lymphoma, angioimmunoblastic T-cell (AITL);
M-95913;Lymphoma, B-cell, NOS;
M-96873;Lymphoma, Burkitt;
M-96873;Lymphoma, Burkitt;
M-95963;Lymphoma, composite Hodgkin and non-Hodgkin;
M-95963;Lymphoma, composite Hodgkin and non-Hodgkin;
M-95963;Lymphoma, composite Hodgkin and non-Hodgkin;
M-95963;Lymphoma, composite Hodgkin and non-Hodgkin;
M-95963;Lymphoma, composite Hodgkin and non-Hodgkin;
M-96803;Lymphoma, diffuse large B-cell (associated with chronic inflammation / Pyothorax associated lymphoma);
M-96803;Lymphoma, diffuse large B-cell (DLBCL);
M-96803;Lymphoma, diffuse large B-cell, anaplastic variant;
M-96843;Lymphoma, diffuse large B-cell, immunoblastic variant;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
M-96803;Lymphoma, diffuse large B-cell, primary cutaneous, leg type;
